saleid,ProductID,Date,Zip,Units,Revenue
123850,763,2006-03-21,32935,1,3716.37
123851,793,2007-06-23,38916,1,1038.87
123852,438,2010-08-28,87529,1,11969.37
123853,940,2003-10-29,37130,1,8252.37
123854,2234,1999-10-15,49341,1,786.87
123855,785,2000-12-02,54303,1,818.37
123856,1026,2013-03-11,19050,1,2172.87
123857,686,2006-11-10,45157,1,9695.7
123858,2206,2008-11-12,91901,1,1164.87
123859,548,2007-11-19,21783,1,6044.85
123860,2387,2006-12-27,60041,1,6173.37
123861,963,2012-04-13,78681,1,5039.37
123862,759,2011-01-21,85006,1,1983.87
123863,1175,2007-01-27,91016,1,7244.37
123864,633,2010-10-24,54636,1,6803.37
123865,1053,2006-11-15,75968,1,3275.37
123866,963,2013-11-20,60586,1,5191.2
123867,1172,2009-08-02,85302,1,5732.37
123868,2218,2013-01-31,41501,1,1984.5
123869,681,2003-08-05,29160,1,8590.05
123870,791,2004-06-26,53563,1,755.37
123871,785,2003-06-12,43004,1,692.37
123872,396,2001-07-05,44001,1,10517.85
123873,609,2000-12-21,14004,1,9626.4
123874,2215,2006-04-05,85730,1,4283.37
123875,2394,2008-12-13,44001,1,1668.87
123876,645,2003-02-02,14607,1,8753.85
123877,604,2000-02-15,90620,1,5616.45
123878,601,2007-12-08,82649,1,15746.85
123879,1177,2013-12-27,46214,1,3023.37
123880,906,2006-12-07,38555,1,5291.37
123881,761,2008-02-11,71860,1,2298.87
123882,768,2002-12-29,98223,1,1259.37
123883,1180,2012-10-30,11933,1,6740.37
123884,2355,2004-10-15,77360,1,6929.37
123885,1974,2002-11-17,18466,1,692.37
123886,702,2001-06-12,19465,1,3464.37
123887,491,2011-06-29,81504,1,10709.37
123888,1098,2008-03-21,56455,1,3842.37
123889,2223,2001-01-22,75229,1,2960.37
123890,2250,2003-10-30,43943,1,1511.37
123891,510,2004-02-23,95240,1,11056.5
123892,1077,2011-08-28,94062,1,4094.37
123893,2071,2003-07-31,53534,1,4157.37
123894,1490,2005-12-30,42134,1,3211.74
123895,795,2001-08-16,91902,1,3338.37
123896,2145,2003-12-06,21562,1,4724.37
123897,993,2010-10-30,70127,1,4409.37
123898,1974,2005-07-31,44001,1,692.37
123899,657,2007-04-02,45385,1,11217.15
123900,786,2001-12-27,2717,1,818.37
123901,1349,2011-09-21,15235,1,5038.74
123902,1139,2005-01-01,19533,1,8189.37
123903,1085,2009-03-02,18612,1,1101.87
123904,548,2008-10-23,13760,1,6107.85
123905,781,2007-02-25,83642,1,1271.97
123906,2225,2007-09-23,76502,1,723.87
123907,2252,2009-06-16,84501,1,1637.37
123908,2205,2003-08-19,93314,1,1763.37
123909,981,2004-05-28,91320,1,1889.37
123910,993,2013-11-07,44721,1,5191.2
123911,769,1999-08-15,89123,1,3086.37
123912,2275,2006-06-16,92082,1,4346.37
123913,579,2010-01-14,6479,1,15938.37
123914,2045,2012-08-24,77084,1,7307.37
123915,792,2006-12-29,70434,1,818.37
123916,1139,2004-05-13,43528,1,8189.37
123917,1217,2004-11-07,10919,1,6929.37
123918,2253,2001-12-05,45440,1,1637.37
123919,1825,2005-12-15,2302,1,1196.37
123920,1325,2009-06-29,84106,1,5038.74
123921,993,2004-09-11,32244,1,3905.37
123922,2054,2006-05-01,99212,1,6834.87
123923,993,2010-12-28,92201,1,4409.37
123924,734,2011-09-30,10306,1,5165.37
123925,562,2009-08-18,28083,1,11100.6
123926,964,2001-10-06,19027,1,3905.37
123927,1392,2010-06-04,15057,1,2329.74
123928,791,2006-06-15,35143,1,818.37
123929,1049,2009-02-15,29414,1,3086.37
123930,499,2002-12-03,33948,1,10596.6
123931,600,2004-08-27,11542,1,9005.85
123932,927,2006-12-30,7201,1,5669.37
123933,609,2000-12-28,50211,1,9626.4
123934,1178,2007-10-05,55429,1,7086.87
123935,396,2004-07-29,80602,1,10895.85
123936,609,2011-12-22,56263,1,10079.37
123937,676,2004-01-11,17866,1,10275.3
123938,183,2011-08-17,55117,1,8694.0
123939,2334,2006-12-12,37763,1,4283.37
123940,676,2005-01-31,50158,1,10076.85
123941,1926,2005-01-02,21234,1,1070.37
123942,762,2003-07-09,83716,1,2078.37
123943,2363,2012-11-29,91706,1,12530.7
123944,1005,2001-01-03,67213,1,1290.87
123945,2055,2005-12-20,15084,1,6992.37
123946,644,2005-08-02,77477,1,10470.6
123947,763,2005-03-21,95619,1,3653.37
123948,2204,2000-09-28,49202,1,1889.37
123949,734,2009-04-20,70560,1,4787.37
123950,2359,2002-09-13,33556,1,5165.37
123951,1847,2003-04-28,60626,1,1574.37
123952,2086,2012-04-14,7502,1,3212.37
123953,927,2005-11-27,85388,1,5543.37
123954,202,2014-07-11,76020,1,17324.37
123955,609,2004-01-23,56152,1,10202.85
123956,927,2008-10-03,94523,1,5984.37
123957,475,2006-01-08,66604,1,12344.85
123958,657,2007-11-16,32119,1,11217.15
123959,1085,2004-06-17,95023,1,1007.37
123960,768,2002-09-26,33157,1,1259.37
123961,577,2009-02-08,94553,1,12410.37
123962,793,2004-06-30,92025,1,944.37
123963,770,2003-01-31,55448,1,3149.37
123964,757,2004-06-18,98662,1,881.37
123965,443,2004-03-08,53402,1,10215.45
123966,762,2004-11-22,74423,1,2078.37
123967,2054,2011-10-13,92399,1,8567.37
123968,585,2010-10-06,43065,1,5039.37
123969,2275,2005-04-09,95337,1,3968.37
123970,2359,2006-02-24,76031,1,5417.37
123971,644,2006-11-15,25051,1,10839.15
123972,788,2004-06-19,92308,1,3779.37
123973,1495,2010-01-07,19047,1,5038.74
123974,834,2014-12-16,85348,1,13229.37
123975,1535,2000-11-05,84025,1,3715.74
123976,769,2001-11-30,75211,1,3149.37
123977,1911,2000-02-15,28374,1,2928.87
123978,635,2005-11-30,27604,1,10612.35
123979,1003,2002-02-14,83702,1,1038.87
123980,510,2006-09-23,87113,1,11267.55
123981,1017,2001-11-09,34601,1,3464.37
123982,2402,2006-10-30,32137,2,7306.74
123983,487,2007-05-11,91911,1,12785.85
123984,2269,2009-12-26,33060,1,3999.87
123985,2090,2005-03-09,17331,1,4283.37
123986,1186,2001-12-05,95827,1,5102.37
123987,762,2005-04-14,74120,1,2204.37
123988,770,2000-06-15,62560,1,3086.37
123989,792,2008-06-21,78574,1,849.87
123990,299,2004-07-12,91103,1,8501.85
123991,758,2001-06-18,77356,1,1007.37
123992,1179,2014-04-15,87123,1,7496.37
123993,2207,2010-11-25,98843,1,1227.87
123994,786,2001-09-29,1073,1,818.37
123995,491,2000-09-01,95492,1,10259.55
123996,809,2011-09-04,36312,1,2771.37
123997,1005,2007-02-14,92507,1,1479.87
123998,2388,2002-09-26,79703,1,3716.37
123999,2238,2006-01-29,2726,1,1511.37
124000,2280,2013-08-22,76244,1,2513.7
124001,837,2000-01-15,32225,1,9764.37
124002,1504,2006-04-11,57703,1,4408.74
124003,2255,2003-01-01,97420,1,723.87
124004,475,2006-12-30,75605,1,13031.55
124005,760,2013-06-04,32226,1,2293.2
124006,510,2002-09-02,53215,1,10495.8
124007,519,2010-04-19,33062,1,19526.85
124008,2262,2007-05-28,24078,1,4031.37
124009,322,2009-11-13,91356,1,8816.85
124010,1429,2005-09-08,46563,1,3621.24
124011,1878,2004-11-27,20716,1,9575.37
124012,793,2006-06-30,31763,1,1007.37
124013,777,2005-04-19,95677,1,1416.87
124014,506,2011-12-30,46013,1,14930.37
124015,990,2003-03-16,92679,1,5165.37
124016,1110,2002-10-29,49829,1,2519.37
124017,1131,2005-11-13,95624,1,5228.37
124018,1958,2008-10-29,79915,1,944.37
124019,420,2008-06-30,40214,1,14660.1
124020,772,2000-07-26,45784,1,1983.87
124021,2277,2005-05-15,93306,1,3149.37
124022,1181,2005-01-19,30314,1,5039.37
124023,2054,2011-11-30,23072,1,8567.37
124024,604,2001-09-15,8005,1,5666.85
124025,977,2008-02-07,19380,1,6110.37
124026,786,2000-09-27,20109,1,818.37
124027,1077,2011-04-22,87410,1,4598.37
124028,1481,2011-07-26,92627,1,5290.74
124029,1348,2007-07-22,22554,1,3967.74
124030,1120,2005-12-22,6441,1,2109.87
124031,2219,2006-08-03,92220,1,1731.87
124032,676,2001-10-10,23188,1,9887.85
124033,1005,2000-02-15,97214,2,2581.74
124034,1155,2006-10-24,40475,1,5354.37
124035,990,2000-11-01,70583,1,5165.37
124036,447,2006-01-11,55127,1,18896.85
124037,778,2005-06-13,33990,1,1385.37
124038,778,2007-06-29,74008,1,1460.97
124039,2235,2002-04-12,55352,1,849.87
124040,491,2009-04-23,19904,1,11339.37
124041,1444,2006-10-10,94550,1,1353.24
124042,609,2008-04-02,99207,1,10769.85
124043,2284,2001-10-27,62234,1,3716.37
124044,760,2006-06-23,85122,1,1952.37
124045,1226,2008-08-13,18644,1,6803.37
124046,2234,2002-01-12,21918,1,849.87
124047,604,2007-12-15,17057,1,6107.85
124048,726,2001-09-29,37820,1,1448.37
124049,2214,2007-11-02,93550,1,4535.37
124050,1086,2004-04-03,7753,1,1070.37
124051,2388,2007-08-20,40165,1,3905.37
124052,1938,2007-02-28,83651,2,7054.74
124053,2045,2002-08-27,76544,1,5039.37
124054,1047,2003-09-26,28403,1,2519.37
124055,2236,2005-11-24,19090,1,2078.37
124056,506,2010-02-03,22554,1,15560.37
124057,1186,2001-04-09,70814,1,5102.37
124058,761,2005-02-16,2715,1,2141.37
124059,2214,2007-06-22,95205,1,4535.37
124060,657,2005-08-28,31310,1,10832.85
124061,759,2011-10-11,87417,1,2015.37
124062,761,2004-02-29,6831,1,2141.37
124063,1990,2002-08-27,15370,1,3149.37
124064,1175,2014-01-19,98375,1,10268.37
124065,964,2008-09-28,60134,1,4283.37
124066,304,2005-02-06,89052,1,11147.85
124067,910,1999-10-15,91006,1,4976.37
124068,793,2006-02-24,37398,1,975.87
124069,1995,2007-01-06,43160,1,5007.87
124070,2084,2007-12-26,7072,2,15874.74
124071,795,2002-06-13,92549,1,3338.37
124072,568,2006-06-30,22728,1,10546.2
124073,781,2006-02-10,90022,1,1227.87
124074,976,2002-11-25,77517,1,3779.37
124075,440,2011-02-05,68601,1,19529.37
124076,681,2000-08-01,47802,1,7783.65
124077,993,2005-12-28,71742,1,3968.37
124078,2373,2003-02-14,43130,1,6929.37
124079,605,2006-02-28,98512,1,4784.85
124080,491,2001-12-06,44089,1,10228.05
124081,1840,2012-12-16,11232,1,3968.37
124082,1317,2003-11-30,85024,1,3873.24
124083,2331,2007-10-25,7663,1,7370.37
124084,1915,2004-08-24,95134,1,5669.37
124085,2224,2012-06-29,77520,1,938.7
124086,2254,2004-11-19,72758,1,679.77
124087,2045,2005-10-15,32818,1,5165.37
124088,1329,2002-10-29,37877,1,1699.74
124089,499,2005-02-28,53066,1,11116.35
124090,133,2003-02-06,91601,1,7679.7
124091,768,2004-04-14,29516,1,1133.37
124092,720,2013-09-30,71006,1,1259.37
124093,1490,2004-03-19,90501,1,3211.74
124094,2239,2007-12-04,62301,1,1542.87
124095,795,2003-08-07,30252,1,3338.37
124096,964,2000-12-07,29669,1,3779.37
124097,396,2002-02-16,95415,1,10769.85
124098,1184,2001-10-17,92562,1,7559.37
124099,1175,2009-05-17,33470,1,7370.37
124100,759,2006-07-23,63366,1,1889.37
124101,615,2008-09-22,47150,1,8186.85
124102,2332,2001-11-29,75077,1,5039.37
124103,782,2004-12-19,27889,1,1196.37
124104,2240,2002-04-15,47429,1,1070.37
124105,2056,1999-09-15,78704,1,3905.37
124106,816,2002-08-18,92284,1,3968.37
124107,915,2003-03-30,92867,1,6677.37
124108,785,2003-05-26,83301,1,692.37
124109,2387,2003-09-19,43123,1,5921.37
124110,908,2013-02-20,60035,1,2582.37
124111,2331,2004-11-04,93906,1,6740.37
124112,720,2013-07-22,92345,1,1259.37
124113,729,2001-11-30,80120,1,3716.37
124114,907,2005-07-31,15401,1,6929.37
124115,1134,2014-06-30,15856,1,11496.87
124116,927,2004-12-14,92040,1,5417.37
124117,768,1999-11-15,48879,1,1259.37
124118,2197,2009-04-10,81321,1,2771.37
124119,635,2001-03-13,46012,1,10265.85
124120,726,2004-01-29,53022,1,1322.37
124121,1186,2011-11-30,44685,1,4598.37
124122,2145,2002-02-01,33713,1,4409.37
124123,1994,2014-10-22,75460,1,8756.37
124124,1943,2004-02-29,78006,1,1511.37
124125,826,2002-12-30,46123,1,11024.37
124126,1450,2003-02-12,48629,1,1825.74
124127,551,2006-10-03,35645,1,11469.15
124128,1201,2003-02-28,72046,1,6929.37
124129,2331,2008-11-16,10566,1,7370.37
124130,2275,2005-04-11,72076,1,4031.37
124131,964,2002-01-31,46143,1,3842.37
124132,415,2007-09-15,84115,1,7793.1
124133,2235,2001-01-10,74047,1,786.87
124134,768,2003-06-30,30011,1,1259.37
124135,2388,1999-12-15,76014,1,3716.37
124136,758,2004-02-21,85737,1,881.37
124137,808,2007-02-25,95662,1,3968.37
124138,2103,2014-12-13,97405,1,7559.37
124139,777,2007-01-17,87937,1,1460.97
124140,1034,2002-08-12,71105,1,11966.85
124141,786,2000-08-25,76164,1,818.37
124142,1086,2004-06-29,81226,1,1007.37
124143,599,2007-01-29,30114,1,10643.85
124144,1113,2006-03-30,68410,1,1763.37
124145,2354,2005-10-29,23860,1,4346.37
124146,1915,2014-12-19,87112,1,6551.37
124147,713,2000-05-15,70508,1,1920.87
124148,915,2002-08-27,33313,1,6677.37
124149,2250,2003-03-03,36695,1,1511.37
124150,785,2001-02-24,95208,1,818.37
124151,908,2013-05-30,32256,1,2582.37
124152,778,2008-06-30,31061,1,1492.47
124153,548,2009-09-26,62848,1,6236.37
124154,769,2002-09-23,72734,1,3149.37
124155,666,2011-10-26,8755,1,9764.37
124156,2253,2003-11-08,37664,1,1637.37
124157,989,2004-10-15,53959,1,5102.37
124158,407,2012-03-07,85022,1,19214.37
124159,599,2009-11-14,71023,1,10643.85
124160,964,2001-11-22,15209,1,3905.37
124161,1912,2007-10-30,8835,1,3905.37
124162,2277,2000-01-15,97404,1,3023.37
124163,1000,2007-03-09,38103,6,6989.22
124164,2331,2011-08-22,46901,1,7805.7
124165,1749,2007-01-13,94550,1,7559.37
124166,993,2005-01-16,97267,1,4094.37
124167,2280,2006-02-18,43953,1,1952.37
124168,1329,2001-12-25,2648,1,1605.24
124169,2359,2007-12-29,48210,1,5606.37
124170,719,2014-10-17,55125,1,1259.37
124171,757,2003-12-09,95624,1,881.37
124172,2332,2013-08-06,90255,1,6860.7
124173,419,2008-10-30,12570,1,18764.55
124174,768,1999-11-15,31833,1,1259.37
124175,2224,2010-03-15,50125,1,723.87
124176,826,2007-06-20,38655,1,12158.37
124177,2385,2008-09-06,32934,1,9437.4
124178,578,2010-10-12,8610,1,9449.37
124179,915,2002-08-27,33027,1,6677.37
124180,2354,2004-11-24,27948,1,4346.37
124181,1924,2006-01-07,37354,1,4220.37
124182,1186,2002-02-14,1085,1,5102.37
124183,556,2010-11-06,13204,1,10268.37
124184,967,2003-12-30,47274,1,7874.37
124185,992,2008-11-29,49323,1,3653.37
124186,2091,2003-01-30,33018,1,1889.37
124187,2332,2006-10-26,56736,1,5858.37
124188,1948,2000-09-14,97321,1,3558.87
124189,1076,2000-09-30,7722,1,3054.87
124190,771,2000-09-27,8502,1,2015.37
124191,726,2000-04-15,84065,1,1385.37
124192,1086,2007-02-28,39429,1,1070.37
124193,550,2003-03-30,22407,1,5200.65
124194,785,2005-02-26,45895,1,818.37
124195,609,2003-01-01,60442,1,9950.85
124196,955,2010-09-17,28086,1,9764.37
124197,2045,1999-10-15,7040,1,4913.37
124198,1232,2004-10-28,36587,1,4409.37
124199,2219,2014-12-05,59715,1,2072.7
124200,600,2003-03-30,50401,1,8968.05
124201,2235,2003-06-30,14774,1,849.87
124202,600,2003-04-23,44514,1,8968.05
124203,786,2002-06-04,31635,1,818.37
124204,1082,1999-10-15,54615,1,2708.37
124205,826,2005-03-16,54963,1,11528.37
124206,2269,2007-11-24,77375,1,3873.87
124207,725,2004-02-12,48162,1,1448.37
124208,1002,2006-04-13,32174,1,3464.37
124209,2332,2004-11-20,90039,1,5039.37
124210,1602,2014-01-25,24487,1,4535.37
124211,2332,2010-10-30,85388,1,6608.7
124212,565,2008-01-20,91030,1,10990.35
124213,2263,2010-10-24,34293,1,4031.37
124214,2057,2001-04-17,52591,1,5669.37
124215,2252,2003-07-28,27534,1,1637.37
124216,663,2000-07-01,37615,1,9261.0
124217,657,2006-05-07,13662,1,11217.15
124218,671,2003-12-12,96003,1,11399.85
124219,407,2012-10-17,12901,1,19214.37
124220,2269,2004-09-23,55009,1,3527.37
124221,976,2002-12-28,19074,1,3905.37
124222,2074,2001-12-30,54115,1,4031.37
124223,1229,2007-12-21,79904,1,3149.37
124224,2345,2010-10-10,19904,1,5354.37
124225,808,2011-06-09,28759,1,4535.37
124226,1182,2010-02-18,91351,1,2519.37
124227,993,2008-02-17,98034,1,4409.37
124228,604,2002-06-05,80863,1,5767.65
124229,550,2003-11-16,7621,1,5200.65
124230,475,2004-09-29,62681,1,12344.85
124231,2234,2001-01-14,44118,1,786.87
124232,378,2014-06-27,92025,1,9446.85
124233,1229,2004-09-16,40391,1,2960.37
124234,770,2007-06-29,32720,1,3464.37
124235,1531,2011-02-06,80909,1,5354.37
124236,733,2006-12-27,95540,1,4220.37
124237,487,2007-07-28,32709,1,12722.85
124238,726,2004-12-28,21784,1,1448.37
124239,596,2007-12-08,61554,1,9950.85
124240,1058,2003-04-15,21093,1,1637.37
124241,768,1999-11-15,95531,1,1259.37
124242,650,2008-01-30,54403,1,5981.85
124243,769,1999-12-15,22602,1,3086.37
124244,1676,2008-12-23,97024,1,5668.74
124245,791,2006-01-30,72857,1,786.87
124246,475,2004-02-26,55343,1,12448.8
124247,753,2000-06-15,80634,1,2960.37
124248,992,2003-03-06,15301,1,3338.37
124249,1187,2006-02-01,15001,1,5417.37
124250,433,2008-02-10,54986,1,11399.85
124251,445,2003-07-09,85203,1,10593.45
124252,412,2009-04-29,23255,1,19529.37
124253,2050,2004-08-18,55433,1,6047.37
124254,447,2004-04-15,30328,1,18014.85
124255,908,2013-10-25,98830,1,2645.37
124256,1053,2008-07-17,22407,1,3369.87
124257,907,2005-12-13,32211,1,6929.37
124258,1000,2007-11-15,80452,5,5981.85
124259,760,2009-07-31,48838,1,1983.87
124260,475,2006-07-13,14861,1,13031.55
124261,438,2007-07-30,43940,1,11525.85
124262,962,1999-10-15,19701,1,6299.37
124263,1889,2006-10-30,47842,1,8441.37
124264,2331,2008-02-22,79373,1,7370.37
124265,992,2001-10-11,95765,1,3338.37
124266,2132,2007-09-29,49445,1,4409.37
124267,2334,2006-12-30,92040,1,4283.37
124268,2150,2012-11-24,62466,1,6614.37
124269,578,2012-08-07,17050,1,9449.37
124270,1157,1999-12-15,27703,1,4535.37
124271,740,2002-09-25,60185,1,2078.37
124272,2045,2005-08-28,60617,1,5039.37
124273,2234,2001-08-12,32955,1,849.87
124274,2138,2003-12-30,37377,1,4976.37
124275,946,2005-11-11,34202,1,8315.37
124276,2224,2010-12-12,78121,1,818.37
124277,2384,2007-11-08,12953,1,7842.87
124278,2056,2003-02-28,28532,1,3968.37
124279,674,2009-04-30,31605,1,8189.37
124280,1175,2011-09-07,62025,1,7370.37
124281,2236,2007-01-10,54728,1,2141.37
124282,1936,2002-02-27,82501,1,3432.87
124283,2280,2011-05-22,28073,1,2324.7
124284,740,2007-01-26,33483,1,2046.87
124285,396,2004-05-19,37880,1,10895.85
124286,2169,2006-12-13,6825,1,6299.37
124287,2388,2005-10-30,77433,1,3779.37
124288,415,2014-03-20,57107,1,11496.87
124289,1013,2014-10-29,61956,1,1259.37
124290,640,2014-03-11,82727,1,9764.37
124291,2199,2012-04-29,59301,1,2740.5
124292,834,2013-10-05,27534,1,13229.37
124293,1707,2011-02-26,85750,1,1511.37
124294,2387,2006-10-07,17043,1,6047.37
124295,675,2005-12-21,68506,1,7808.85
124296,499,2005-08-21,48849,1,11116.35
124297,733,2004-04-07,45244,1,4094.37
124298,1170,2006-11-18,11729,1,5606.37
124299,1818,2002-02-01,80205,1,2488.5
124300,572,2004-06-03,33706,1,5351.85
124301,461,2014-03-07,43113,1,14646.87
124302,1177,2014-08-17,22650,1,3149.37
124303,1172,2009-12-10,83313,1,5732.37
124304,2269,2008-10-11,15203,1,3936.87
124305,2331,2002-12-24,30253,1,6803.37
124306,92,2005-08-12,7032,1,11333.7
124307,782,2005-04-30,23111,1,1196.37
124308,2277,2003-02-28,85249,1,3149.37
124309,2045,2006-09-08,97056,1,5165.37
124310,596,2001-08-02,32327,1,9194.85
124311,791,2008-02-13,91605,1,849.87
124312,1974,1999-08-15,22553,1,629.37
124313,1182,2005-11-30,44224,1,1889.37
124314,1443,2008-03-28,25705,1,1384.74
124315,237,2009-12-17,1085,1,6296.85
124316,2251,2001-08-07,95776,1,1511.37
124317,768,2004-06-29,64701,1,1133.37
124318,499,2004-08-03,46041,1,11084.85
124319,788,2005-02-17,92545,1,3779.37
124320,794,2006-11-13,81523,1,1007.37
124321,396,2005-05-29,56088,1,10927.35
124322,1215,2000-10-04,28379,1,4409.37
124323,438,2008-09-30,25550,1,11765.25
124324,2252,2002-05-26,21158,1,1637.37
124325,1408,2012-02-29,95661,6,32878.44
124326,2253,2002-06-28,81301,1,1637.37
124327,1289,2012-01-01,97304,1,5669.37
124328,2365,2012-03-16,64068,1,6482.7
124329,2094,2001-12-26,47441,1,5259.87
124330,2012,1999-08-15,92693,1,4535.37
124331,792,2006-01-20,48604,1,786.87
124332,2224,2008-11-01,95350,1,755.37
124333,2255,2001-03-25,15857,1,723.87
124334,565,2000-11-15,16601,1,10076.85
124335,2269,2001-12-18,80127,1,3464.37
124336,2400,2004-06-18,66109,1,1070.37
124337,433,2009-02-27,73170,1,11399.85
124338,1975,2004-06-22,29624,1,692.37
124339,1168,1999-11-15,10009,1,4409.37
124340,1341,2011-06-17,74349,1,3904.74
124341,793,2006-11-12,95076,1,1007.37
124342,443,2001-03-28,6472,1,9777.6
124343,1965,2004-02-13,54235,2,2140.74
124344,2144,2011-03-21,29403,1,5354.37
124345,432,2005-04-27,81303,1,11084.85
124346,649,2012-04-20,91602,1,10079.37
124347,781,2006-01-25,80138,1,1227.87
124348,9,2009-12-30,1267,4,26510.4
124349,690,2008-11-08,62959,1,4501.35
124350,725,2004-06-20,77503,1,1322.37
124351,2388,2003-10-18,32614,1,3716.37
124352,115,2013-02-28,91320,1,10867.5
124353,767,2004-12-21,93536,1,1133.37
124354,2354,2009-10-25,16648,1,4661.37
124355,2269,2005-05-05,22405,1,3590.37
124356,1069,2009-10-13,17552,1,1889.37
124357,788,2001-01-17,89447,1,3590.37
124358,2388,2000-03-15,77095,1,3779.37
124359,559,2002-08-28,47362,1,7493.85
124360,443,2010-06-18,79007,1,11084.85
124361,556,2012-01-31,98056,1,10268.37
124362,1022,2010-09-30,44053,1,1889.37
124363,1141,2012-01-06,92311,1,10394.37
124364,839,2006-08-20,32333,1,9512.37
124365,1085,2003-02-09,66044,1,1008.0
124366,1009,2011-08-26,50021,1,1353.87
124367,438,2010-02-19,35079,1,11525.85
124368,472,2003-07-24,10984,1,11535.3
124369,2359,2006-02-11,27105,1,5417.37
124370,396,2001-02-15,11228,1,10517.85
124371,2359,2003-11-07,49659,1,5165.37
124372,921,1999-09-15,45246,1,6299.37
124373,2295,2002-07-28,88220,1,10646.37
124374,2371,2000-09-02,33186,1,6614.37
124375,2215,2009-01-21,68730,1,4535.37
124376,565,2007-09-17,81001,1,10927.35
124377,1892,2004-10-28,35126,1,9449.37
124378,906,2005-02-09,93258,1,5039.37
124379,1916,2001-03-29,98503,1,3369.87
124380,443,2003-02-26,21060,1,10215.45
124381,760,2004-01-23,21220,1,1763.37
124382,2402,2009-01-10,45331,1,3716.37
124383,432,2006-03-12,95252,1,11226.6
124384,1392,2008-02-27,29356,1,2077.74
124385,2225,2009-06-09,85387,1,818.37
124386,1223,2010-03-10,76310,1,4787.37
124387,767,2002-05-30,37062,1,1259.37
124388,739,2001-06-29,64012,1,2078.37
124389,681,2003-06-13,23462,1,8590.05
124390,2370,2001-05-22,61884,1,8630.37
124391,2237,2013-03-11,20176,1,2425.5
124392,791,2005-06-30,80031,1,755.37
124393,1008,2000-12-09,60056,1,2834.37
124394,1171,2008-11-22,1420,1,3968.37
124395,1523,2009-11-19,13811,1,4408.74
124396,475,2006-02-18,16145,1,12344.85
124397,2211,2000-10-26,48609,1,1290.87
124398,2054,2004-12-22,48162,1,6614.37
124399,1217,2009-02-14,62814,1,7118.37
124400,322,2009-10-25,19363,1,8816.85
124401,2332,2000-11-09,55964,1,5039.37
124402,2361,2013-10-25,44125,1,7616.7
124403,1140,2011-09-15,18914,1,9575.37
124404,62,2012-09-13,83201,1,5039.37
124405,465,2014-12-02,47348,1,14174.37
124406,531,2010-06-01,60098,1,7556.85
124407,428,2013-12-24,76177,1,14363.37
124408,591,2006-03-21,8527,1,11242.35
124409,438,2009-03-25,76248,1,11969.37
124410,2205,2002-06-13,91901,1,1889.37
124411,1979,2002-09-01,67232,1,3149.37
124412,449,2014-01-15,43606,1,12473.37
124413,2071,2003-02-28,2878,1,4157.37
124414,2369,2012-08-26,92231,1,5348.7
124415,2234,2001-06-28,40701,1,786.87
124416,637,2005-12-03,21236,1,10706.85
124417,548,2009-01-05,92336,1,6299.37
124418,1926,2002-04-30,46303,1,1196.37
124419,438,2008-11-13,32835,1,11765.25
124420,782,2006-05-30,15241,1,1271.97
124421,993,2005-02-28,30183,1,4157.37
124422,993,2006-03-23,78414,1,3905.37
124423,2214,2005-08-25,92203,1,4157.37
124424,2050,2000-10-28,24501,1,6015.87
124425,976,2004-09-26,18447,1,3779.37
124426,791,2004-11-15,45414,1,755.37
124427,580,2000-12-28,19720,1,9081.45
124428,758,2002-09-30,42232,1,1007.37
124429,438,2008-03-19,53081,1,11765.25
124430,1059,2008-12-13,40033,1,1889.37
124431,927,2011-01-03,60194,1,6173.37
124432,734,2007-04-30,37922,1,4220.37
124433,1226,2006-04-26,72455,1,6677.37
124434,964,2003-08-28,43017,1,3779.37
124435,1995,2006-09-30,46545,1,5007.87
124436,1924,2009-01-23,19320,1,4220.37
124437,107,2008-10-22,98682,1,6599.25
124438,1818,2004-12-14,92688,1,2519.37
124439,443,2011-03-22,62548,1,10709.37
124440,977,2006-10-29,72015,1,6110.37
124441,967,2005-02-23,30906,1,8378.37
124442,2396,2004-12-22,63084,1,1070.37
124443,1173,2003-12-02,61415,1,6299.37
124444,506,2012-08-28,32256,1,14993.37
124445,631,2001-10-12,95482,1,4217.85
124446,592,2003-11-14,43506,1,11588.85
124447,927,2006-10-11,19036,1,5669.37
124448,2054,2003-11-05,28209,1,6614.37
124449,496,2007-10-10,33487,1,11147.85
124450,1823,2011-04-08,91941,1,5480.37
124451,2218,2006-03-30,92102,1,1731.87
124452,499,2006-03-16,33810,1,11746.35
124453,1994,2006-11-23,52627,1,7244.37
124454,758,2003-06-30,24541,1,881.37
124455,683,2003-08-18,77517,1,10328.85
124456,600,2005-02-23,73010,1,9005.85
124457,954,2002-12-08,25654,1,8189.37
124458,671,2003-10-14,98390,1,11336.85
124459,1118,2014-09-13,16314,1,4787.37
124460,1009,2010-10-08,27504,1,1353.87
124461,734,2004-07-07,31088,1,4094.37
124462,915,2002-09-13,64131,1,6677.37
124463,793,2005-06-09,44041,1,944.37
124464,1837,2007-04-25,95112,1,1889.37
124465,604,2004-12-29,28714,1,5937.75
124466,409,2006-10-27,93021,1,11661.3
124467,733,2010-08-16,80504,1,4787.37
124468,725,2003-06-26,44401,1,1448.37
124469,764,2007-04-27,26456,1,3653.37
124470,1171,2012-12-12,30043,1,4724.37
124471,1203,2005-09-30,78043,1,3905.37
124472,2218,2006-12-19,35672,1,1731.87
124473,759,2009-06-22,77659,1,1983.87
